functional,species,month,date,location,site,site.id,site.grp,start,end,turbidity.ntu,turbidity.group,visibility.m,salinity.psu,tds.ppt,do.mg.l,do.%.sat,turbidity.probe,nitrate.mg.l,nitrate.mv,temp.c,max.turbidity.probe,tl,depth,followed.min,turf.total,unk.oth.macro.total,d.versluysii.total,g.salicornia.total,coral.total,btw.branches.total,cca.total,sponge.total,other.total,total.total,turf,macro,coral,cca,sponge,mucus,other,total,turf.avg,macro.avg,coral.avg,cca.avg,sponge.avg,mucus.avg,other.avg,total.avg,ses,comments,diver,bc.branching,bc.rubble,bc.rock,bc.sand,bc.sponge,bc.plate,bc.cca,bc.turf,bc.macro
Scraper,C. spilurus ,8,8/25/2023,L3 - North Bay,2,L3S2,C,14:35,15:25,1.919,-,4.43,35.25,34.16,7.52,116.87,6.03,6.13,85.92,28.16712362,6.108316,12.0,1.5,3,67,0,0,0,0,0,0,0,0,67,22.3,0.0,0.0,0.0,0.0,0.0,0.0,22.3,17.7,0.0,0.8,0.4,0.0,0.0,0.0,18.8,,-,KG,41.58,5.50,0.25,0.00,1.25,0.42,29.33,16.75,4.92
Scraper,C. spilurus ,8,8/25/2023,L3 - North Bay,2,L3S2,C,14:35,15:25,1.919,-,4.43,35.25,34.16,7.52,116.87,6.03,6.13,85.92,28.16712362,6.108316,12.0,1.5,3,61,0,0,0,0,0,0,0,0,61,20.3,0.0,0.0,0.0,0.0,0.0,0.0,20.3,17.7,0.0,0.8,0.4,0.0,0.0,0.0,18.8,,-,KG,41.58,5.50,0.25,0.00,1.25,0.42,29.33,16.75,4.92
Scraper,C. spilurus ,8,8/25/2023,L3 - North Bay,3,L3S3,C,12:40,13:30,1.302,<1.5,4.18,35.82,34.65,6.43,99.64,6.06,6.00,86.20,27.76795923,6.544811,7.0,2,3,2,0,1,0,3,0,27,0,0,33,0.7,0.3,1.0,9.0,0.0,0.0,0.0,11.0,5.5,0.2,2.0,2.8,0.0,0.0,0.0,10.5,,bubble; no scars,KG,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Scraper,C. spilurus ,8,8/25/2023,L3 - North Bay,3,L3S3,C,12:40,13:30,1.302,<1.5,4.18,35.82,34.65,6.43,99.64,6.06,6.00,86.20,27.76795923,6.544811,9.0,2,3,15,0,1,0,10,0,5,0,0,31,5.0,0.3,3.3,1.7,0.0,0.0,0.0,10.3,5.5,0.2,2.0,2.8,0.0,0.0,0.0,10.5,,bubble; no scars,KG,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Scraper,C. spilurus ,8,8/25/2023,L3 - North Bay,3,L3S3,C,12:40,13:30,1.302,<1.5,4.18,35.82,34.65,6.43,99.64,6.06,6.00,86.20,27.76795923,6.544811,15.0,2,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.2,2.0,2.8,0.0,0.0,0.0,10.5,,-,KG,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Scraper,C. spilurus ,8,8/25/2023,L3 - North Bay,3,L3S3,C,12:40,13:30,1.302,<1.5,4.18,35.82,34.65,6.43,99.64,6.06,6.00,86.20,27.76795923,6.544811,10.0,2,3,49,0,0,0,11,0,2,0,0,62,16.3,0.0,3.7,0.7,0.0,0.0,0.0,20.7,5.5,0.2,2.0,2.8,0.0,0.0,0.0,10.5,,no scars,KG,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Scraper,C. spilurus ,8,8/31/2023,L2 - Mid Bay,1,L2S1,C,11:00,11:30,1.363,<1.5,5.73,36.04,34.86,5.38,82.40,6.11,6.82,84.08,27.03204621,6.688783,15.0,2,3,29,0,0,0,0,0,0,0,0,29,9.7,0.0,0.0,0.0,0.0,0.0,0.0,9.7,2.9,0.0,0.1,0.0,0.0,0.0,0.0,2.9,Y,-,KG,55.83,4.58,0.00,1.00,0.00,0.08,6.33,23.83,8.33
Scraper,C. spilurus ,8,8/31/2023,L2 - Mid Bay,1,L2S1,C,11:00,11:30,1.363,<1.5,5.73,36.04,34.86,5.38,82.40,6.11,6.82,84.08,27.03204621,6.688783,9.0,1.5,3,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,2.9,0.0,0.1,0.0,0.0,0.0,0.0,2.9,,no scars,KG,55.83,4.58,0.00,1.00,0.00,0.08,6.33,23.83,8.33
Scraper,C. spilurus ,8,8/31/2023,L2 - Mid Bay,1,L2S1,C,11:00,11:30,1.363,<1.5,5.73,36.04,34.86,5.38,82.40,6.11,6.82,84.08,27.03204621,6.688783,10.0,2,3,22,0,0,0,0,0,0,0,0,22,7.3,0.0,0.0,0.0,0.0,0.0,0.0,7.3,2.9,0.0,0.1,0.0,0.0,0.0,0.0,2.9,Y,-,KG,55.83,4.58,0.00,1.00,0.00,0.08,6.33,23.83,8.33
Scraper,C. spilurus ,8,8/31/2023,L2 - Mid Bay,1,L2S1,C,11:00,11:30,1.363,<1.5,5.73,36.04,34.86,5.38,82.40,6.11,6.82,84.08,27.03204621,6.688783,10.0,2,3,17,0,0,0,0,0,0,0,0,17,5.7,0.0,0.0,0.0,0.0,0.0,0.0,5.7,2.9,0.0,0.1,0.0,0.0,0.0,0.0,2.9,Y,-,KG,55.83,4.58,0.00,1.00,0.00,0.08,6.33,23.83,8.33
Scraper,C. spilurus ,8,8/31/2023,L2 - Mid Bay,2,L2S2,C,11:50,12:20,1.538,-,5.00,36.68,35.39,6.22,96.56,6.12,7.34,82.79,27.66689,6.426609,14.0,2,3,14,0,0,0,0,0,0,0,0,14,4.7,0.0,0.0,0.0,0.0,0.0,0.0,4.7,11.7,0.0,0.0,0.0,0.0,0.0,0.0,11.7,Y,-,KG,48.67,6.58,0.08,4.67,0.42,0.08,9.83,22.17,7.50
Scraper,C. spilurus ,8,8/31/2023,L2 - Mid Bay,2,L2S2,C,11:50,12:20,1.538,-,5.00,36.68,35.39,6.22,96.56,6.12,7.34,82.79,27.66689,6.426609,5.0,1,3,9,0,0,0,0,0,0,0,0,9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,11.7,,-,KG,48.67,6.58,0.08,4.67,0.42,0.08,9.83,22.17,7.50
Scraper,C. spilurus ,8,8/31/2023,L2 - Mid Bay,2,L2S2,C,11:50,12:20,1.538,-,5.00,36.68,35.39,6.22,96.56,6.12,7.34,82.79,27.66689,6.426609,9.0,1,3,42,0,0,0,0,0,0,0,0,42,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,11.7,Y,-,KG,48.67,6.58,0.08,4.67,0.42,0.08,9.83,22.17,7.50
Scraper,C. spilurus ,8,8/31/2023,L2 - Mid Bay,2,L2S2,C,11:50,12:20,1.538,-,5.00,36.68,35.39,6.22,96.56,6.12,7.34,82.79,27.66689,6.426609,6.0,1,3,75,0,0,0,0,0,0,0,0,75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,11.7,0.0,0.0,0.0,0.0,0.0,0.0,11.7,Y,-,KG,48.67,6.58,0.08,4.67,0.42,0.08,9.83,22.17,7.50
Scraper,C. spilurus ,8,8/31/2023,L2 - Mid Bay,3,L2S3,B,12:45,13:15,2.149,-,3.18,36.56,35.29,5.90,91.33,5.79,5.99,86.15,27.53032143,5.903265,10.0,1.25,3,9,0,0,0,0,0,0,0,0,9,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,9.5,Y,-,KG,45.25,8.00,0.25,4.25,1.00,0.08,10.83,20.58,9.75
Scraper,C. spilurus ,8,8/31/2023,L2 - Mid Bay,3,L2S3,B,12:45,13:15,2.149,-,3.18,36.56,35.29,5.90,91.33,5.79,5.99,86.15,27.53032143,5.903265,18.0,1.25,3,45,0,0,0,0,0,0,0,0,45,15.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,9.5,Y,-,KG,45.25,8.00,0.25,4.25,1.00,0.08,10.83,20.58,9.75
Scraper,C. spilurus ,8,8/31/2023,L2 - Mid Bay,3,L2S3,B,12:45,13:15,2.149,-,3.18,36.56,35.29,5.90,91.33,5.79,5.99,86.15,27.53032143,5.903265,9.0,1.25,3,51,0,0,0,0,0,0,0,0,51,17.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,9.5,0.0,0.0,0.0,0.0,0.0,0.0,9.5,Y,-,KG,45.25,8.00,0.25,4.25,1.00,0.08,10.83,20.58,9.75
Scraper,C. spilurus ,8,8/31/2023,L2 - Mid Bay,3,L2S3,B,12:45,13:15,2.149,-,3.18,36.56,35.29,5.90,91.33,5.79,5.99,86.15,27.53032143,5.903265,20.0,1.25,3,16,0,0,0,0,0,0,0,0,16,5.3,0.0,0.0,0.0,0.0,0.0,0.0,5.3,9.5,0.0,0.0,0.0,0.0,0.0,0.0,9.5,Y,-,KG,45.25,8.00,0.25,4.25,1.00,0.08,10.83,20.58,9.75
Scraper,C. spilurus ,8,8/31/2023,L2 - Mid Bay,3,L2S3,B,12:45,13:15,2.149,-,3.18,36.56,35.29,5.90,91.33,5.79,5.99,86.15,27.53032143,5.903265,11.0,1.25,3,22,0,0,0,0,0,0,0,0,22,7.3,0.0,0.0,0.0,0.0,0.0,0.0,7.3,9.5,0.0,0.0,0.0,0.0,0.0,0.0,9.5,Y,-,KG,45.25,8.00,0.25,4.25,1.00,0.08,10.83,20.58,9.75
Scraper,C. spilurus ,9,9/14/2023,L1 - South Bay,1,L1S1,A,11:00,11:30,2.221,-,3.40,36.91,35.58,5.74,89.90,6.28,6.68,84.62,28.13231,6.674289,8.0,1.5,3,55,0,0,0,0,0,0,3,9,67,18.3,0.0,0.0,0.0,1.0,0.0,3.0,22.3,21.7,0.0,0.0,0.0,0.8,0.0,2.3,24.8,Y,sand,KG,24.83,24.08,4.33,20.83,9.75,0.00,2.58,13.33,0.25
Scraper,C. spilurus ,9,9/14/2023,L1 - South Bay,1,L1S1,A,11:00,11:30,2.221,-,3.40,36.91,35.58,5.74,89.90,6.28,6.68,84.62,28.13231,6.674289,6.0,1.5,3,75,0,0,0,0,0,0,2,5,82,25.0,0.0,0.0,0.0,0.7,0.0,1.7,27.3,21.7,0.0,0.0,0.0,0.8,0.0,2.3,24.8,Y,sand,KG,24.83,24.08,4.33,20.83,9.75,0.00,2.58,13.33,0.25
Scraper,C. spilurus ,9,9/14/2023,L1 - South Bay,2,L1S2,C,11:50,12:20,1.376,<1.5,3.75,37.09,35.73,5.89,92.52,6.20,5.97,86.43,28.207198,6.745791,6.0,1.5,3,0,0,0,0,0,0,2,0,0,2,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.7,8.7,0.0,0.0,0.1,0.0,0.0,0.0,8.8,,-,KG,48.67,10.92,0.25,7.42,2.92,0.75,7.83,16.67,4.58
Scraper,C. spilurus ,9,9/14/2023,L1 - South Bay,2,L1S2,C,11:50,12:20,1.376,<1.5,3.75,37.09,35.73,5.89,92.52,6.20,5.97,86.43,28.207198,6.745791,6.0,1.5,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.7,0.0,0.0,0.1,0.0,0.0,0.0,8.8,,-,KG,48.67,10.92,0.25,7.42,2.92,0.75,7.83,16.67,4.58
Scraper,C. spilurus ,9,9/14/2023,L1 - South Bay,3,L1S3,B,12:35,13:05,1.760,-,3.40,36.95,35.59,7.40,117.90,6.43,5.68,87.45,29.13673571,7.004958,18.0,2,2,5,0,0,0,0,0,2,0,0,7,2.5,0.0,0.0,1.0,0.0,0.0,0.0,3.5,2.9,0.0,0.4,0.2,0.0,0.0,0.0,3.5,Y,-,KG,61.67,5.25,0.50,13.83,2.67,0.00,4.42,9.17,2.50
Scraper,C. spilurus ,9,9/14/2023,L1 - South Bay,3,L1S3,B,12:35,13:05,1.760,-,3.40,36.95,35.59,7.40,117.90,6.43,5.68,87.45,29.13673571,7.004958,16.0,2,2.33,6,0,0,0,0,0,0,0,0,6,2.6,0.0,0.0,0.0,0.0,0.0,0.0,2.6,2.9,0.0,0.4,0.2,0.0,0.0,0.0,3.5,Y,-,KG,61.67,5.25,0.50,13.83,2.67,0.00,4.42,9.17,2.50
Scraper,C. spilurus ,9,9/14/2023,L1 - South Bay,3,L1S3,B,12:35,13:05,1.760,-,3.40,36.95,35.59,7.40,117.90,6.43,5.68,87.45,29.13673571,7.004958,16.0,2,2.167,0,0,0,0,2,0,0,0,0,2,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.9,2.9,0.0,0.4,0.2,0.0,0.0,0.0,3.5,Y,scars,KG,61.67,5.25,0.50,13.83,2.67,0.00,4.42,9.17,2.50
Scraper,C. spilurus ,9,9/14/2023,L1 - South Bay,3,L1S3,B,12:35,13:05,1.760,-,3.40,36.95,35.59,7.40,117.90,6.43,5.68,87.45,29.13673571,7.004958,17.0,2,1.833,3,0,0,0,2,0,0,0,0,5,1.6,0.0,1.1,0.0,0.0,0.0,0.0,2.7,2.9,0.0,0.4,0.2,0.0,0.0,0.0,3.5,Y,scars,KG,61.67,5.25,0.50,13.83,2.67,0.00,4.42,9.17,2.50
Scraper,C. spilurus ,9,9/14/2023,L1 - South Bay,3,L1S3,B,12:35,13:05,1.760,-,3.40,36.95,35.59,7.40,117.90,6.43,5.68,87.45,29.13673571,7.004958,10.0,1,2.833,22,0,0,0,0,0,0,0,0,22,7.8,0.0,0.0,0.0,0.0,0.0,0.0,7.8,2.9,0.0,0.4,0.2,0.0,0.0,0.0,3.5,Y,-,KG,61.67,5.25,0.50,13.83,2.67,0.00,4.42,9.17,2.50
Scraper,C. spilurus ,9,9/14/2023,L2 - Mid Bay,1,L2S1,C,14:00,14:30,0.996,<1.5,8.45,36.43,35.18,6.71,104.23,6.04,5.36,88.02,27.72893667,6.124033,11.0,0.7,3,46,0,0,0,0,0,0,0,0,46,15.3,0.0,0.0,0.0,0.0,0.0,0.0,15.3,15.3,0.0,0.0,0.0,0.0,0.0,0.0,15.3,Y,-,JR,55.83,4.58,0.00,1.00,0.00,0.08,6.33,23.83,8.33
Scraper,C. spilurus ,9,9/14/2023,L2 - Mid Bay,1,L2S1,C,14:00,14:30,0.996,<1.5,8.45,36.43,35.18,6.71,104.23,6.04,5.36,88.02,27.72893667,6.124033,13.0,0.7,3,57,0,0,0,0,0,0,0,0,57,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,15.3,Y,-,JR,55.83,4.58,0.00,1.00,0.00,0.08,6.33,23.83,8.33
Scraper,C. spilurus ,9,9/14/2023,L2 - Mid Bay,1,L2S1,C,14:00,14:30,0.996,<1.5,8.45,36.43,35.18,6.71,104.23,6.04,5.36,88.02,27.72893667,6.124033,16.0,1.4,3,44,0,0,0,0,0,0,0,0,44,14.7,0.0,0.0,0.0,0.0,0.0,0.0,14.7,15.3,0.0,0.0,0.0,0.0,0.0,0.0,15.3,Y,-,JR,55.83,4.58,0.00,1.00,0.00,0.08,6.33,23.83,8.33
Scraper,C. spilurus ,9,9/14/2023,L2 - Mid Bay,1,L2S1,C,14:00,14:30,0.996,<1.5,8.45,36.43,35.18,6.71,104.23,6.04,5.36,88.02,27.72893667,6.124033,12.5,0.7,3,37,0,0,0,0,0,0,0,0,37,12.3,0.0,0.0,0.0,0.0,0.0,0.0,12.3,15.3,0.0,0.0,0.0,0.0,0.0,0.0,15.3,Y,-,JR,55.83,4.58,0.00,1.00,0.00,0.08,6.33,23.83,8.33
Scraper,C. spilurus ,9,9/14/2023,L2 - Mid Bay,2,L2S2,C,14:55,15:25,1.457,<1.5,3.98,36.05,34.84,6.72,105.15,6.16,5.26,88.54,28.35381667,7.21856,7.0,0.7,3,83,0,0,0,0,0,0,0,0,83,27.7,0.0,0.0,0.0,0.0,0.0,0.0,27.7,19.6,0.0,0.0,0.0,0.0,0.0,0.0,19.6,Y,-,JR,48.67,6.58,0.08,4.67,0.42,0.08,9.83,22.17,7.50
Scraper,C. spilurus ,9,9/14/2023,L2 - Mid Bay,2,L2S2,C,14:55,15:25,1.457,<1.5,3.98,36.05,34.84,6.72,105.15,6.16,5.26,88.54,28.35381667,7.21856,8.0,0.7,3,75,0,0,0,0,0,0,0,0,75,25.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,19.6,Y,-,JR,48.67,6.58,0.08,4.67,0.42,0.08,9.83,22.17,7.50
Scraper,C. spilurus ,9,9/14/2023,L2 - Mid Bay,2,L2S2,C,14:55,15:25,1.457,<1.5,3.98,36.05,34.84,6.72,105.15,6.16,5.26,88.54,28.35381667,7.21856,7.0,0.7,1.5,30,0,0,0,0,0,0,0,0,30,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.6,0.0,0.0,0.0,0.0,0.0,0.0,19.6,Y,-,JR,48.67,6.58,0.08,4.67,0.42,0.08,9.83,22.17,7.50
Scraper,C. spilurus ,9,9/14/2023,L2 - Mid Bay,2,L2S2,C,14:55,15:25,1.457,<1.5,3.98,36.05,34.84,6.72,105.15,6.16,5.26,88.54,28.35381667,7.21856,16.5,2.3,3,17,0,0,0,0,0,0,0,0,17,5.7,0.0,0.0,0.0,0.0,0.0,0.0,5.7,19.6,0.0,0.0,0.0,0.0,0.0,0.0,19.6,,-,JR,48.67,6.58,0.08,4.67,0.42,0.08,9.83,22.17,7.50
Scraper,C. spilurus ,9,9/14/2023,L2 - Mid Bay,3,L2S3,B,15:40,16:10,1.848,-,4.40,36.24,35.01,6.01,93.58,6.07,5.10,88.90,27.97292091,6.215665,8.0,0.7,3,42,0,0,0,0,0,0,0,0,42,14.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,17.2,0.3,0.0,0.0,0.0,0.0,0.0,17.6,Y,-,JR,45.25,8.00,0.25,4.25,1.00,0.08,10.83,20.58,9.75
Scraper,C. spilurus ,9,9/14/2023,L2 - Mid Bay,3,L2S3,B,15:40,16:10,1.848,-,4.40,36.24,35.01,6.01,93.58,6.07,5.10,88.90,27.97292091,6.215665,13.0,0.7,3,67,3,0,0,0,0,0,0,0,70,22.3,1.0,0.0,0.0,0.0,0.0,0.0,23.3,17.2,0.3,0.0,0.0,0.0,0.0,0.0,17.6,Y,-,JR,45.25,8.00,0.25,4.25,1.00,0.08,10.83,20.58,9.75
Scraper,C. spilurus ,9,9/14/2023,L2 - Mid Bay,3,L2S3,B,15:40,16:10,1.848,-,4.40,36.24,35.01,6.01,93.58,6.07,5.10,88.90,27.97292091,6.215665,15.0,0.7,3,46,0,0,0,0,0,0,0,0,46,15.3,0.0,0.0,0.0,0.0,0.0,0.0,15.3,17.2,0.3,0.0,0.0,0.0,0.0,0.0,17.6,Y,-,JR,45.25,8.00,0.25,4.25,1.00,0.08,10.83,20.58,9.75
Scraper,C. spilurus ,9,9/15/2023,L3 - North Bay,2,L3S2,C,13:00,13:40,0.978,<1.5,5.85,34.57,33.57,6.01,92.86,6.25,4.88,89.71,28.10700829,6.333508,16.0,1,3,26,0,0,0,1,0,0,0,0,27,8.7,0.0,0.3,0.0,0.0,0.0,0.0,9.0,23.8,0.3,0.2,0.0,0.0,0.0,0.0,24.2,Y,-,JR,41.58,5.50,0.25,0.00,1.25,0.42,29.33,16.75,4.92
Scraper,C. spilurus ,9,9/15/2023,L3 - North Bay,2,L3S2,C,13:00,13:40,0.978,<1.5,5.85,34.57,33.57,6.01,92.86,6.25,4.88,89.71,28.10700829,6.333508,8.5,1,3,76,0,0,0,0,0,0,0,0,76,25.3,0.0,0.0,0.0,0.0,0.0,0.0,25.3,23.8,0.3,0.2,0.0,0.0,0.0,0.0,24.2,Y,-,JR,41.58,5.50,0.25,0.00,1.25,0.42,29.33,16.75,4.92
Scraper,C. spilurus ,9,9/15/2023,L3 - North Bay,2,L3S2,C,13:00,13:40,0.978,<1.5,5.85,34.57,33.57,6.01,92.86,6.25,4.88,89.71,28.10700829,6.333508,9.0,1.3,3,92,0,0,0,0,0,0,0,0,92,30.7,0.0,0.0,0.0,0.0,0.0,0.0,30.7,23.8,0.3,0.2,0.0,0.0,0.0,0.0,24.2,Y,-,JR,41.58,5.50,0.25,0.00,1.25,0.42,29.33,16.75,4.92
Scraper,C. spilurus ,9,9/15/2023,L3 - North Bay,2,L3S2,C,13:00,13:40,0.978,<1.5,5.85,34.57,33.57,6.01,92.86,6.25,4.88,89.71,28.10700829,6.333508,10.0,1,3,91,0,3,0,1,0,0,0,0,95,30.3,1.0,0.3,0.0,0.0,0.0,0.0,31.7,23.8,0.3,0.2,0.0,0.0,0.0,0.0,24.2,Y,bubble,JR,41.58,5.50,0.25,0.00,1.25,0.42,29.33,16.75,4.92
Scraper,C. spilurus ,9,9/15/2023,L3 - North Bay,3,L3S3,C,11:50,12:30,0.826,<1.5,9.20,35.07,34.01,5.65,87.01,6.32,5.36,88.13,27.68496674,10.12274,15.0,0.7,3,0,0,25,0,0,0,2,0,0,27,0.0,8.3,0.0,0.7,0.0,0.0,0.0,9.0,15.3,2.1,0.2,3.0,0.0,0.0,0.0,20.6,Y,bubble,JR,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Scraper,C. spilurus ,9,9/15/2023,L3 - North Bay,3,L3S3,C,11:50,12:30,0.826,<1.5,9.20,35.07,34.01,5.65,87.01,6.32,5.36,88.13,27.68496674,10.12274,8.5,0.7,3,26,0,4,0,0,0,33,0,0,63,8.7,1.3,0.0,11.0,0.0,0.0,0.0,21.0,15.3,2.1,0.2,3.0,0.0,0.0,0.0,20.6,Y,bubble,JR,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Scraper,C. spilurus ,9,9/15/2023,L3 - North Bay,3,L3S3,C,11:50,12:30,0.826,<1.5,9.20,35.07,34.01,5.65,87.01,6.32,5.36,88.13,27.68496674,10.12274,13.0,0.7,2.5,46,0,0,0,0,0,8,0,0,54,18.4,0.0,0.0,3.2,0.0,0.0,0.0,21.6,15.3,2.1,0.2,3.0,0.0,0.0,0.0,20.6,Y,-,JR,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Scraper,C. spilurus ,9,9/15/2023,L3 - North Bay,3,L3S3,C,11:50,12:30,0.826,<1.5,9.20,35.07,34.01,5.65,87.01,6.32,5.36,88.13,27.68496674,10.12274,16.5,1,3,65,0,2,0,2,0,0,0,0,69,21.7,0.7,0.7,0.0,0.0,0.0,0.0,23.0,15.3,2.1,0.2,3.0,0.0,0.0,0.0,20.6,Y,bubble,JR,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Scraper,C. spilurus ,9,9/15/2023,L3 - North Bay,3,L3S3,C,11:50,12:30,0.826,<1.5,9.20,35.07,34.01,5.65,87.01,6.32,5.36,88.13,27.68496674,10.12274,16.0,1,3,84,0,0,0,1,0,0,0,0,85,28.0,0.0,0.3,0.0,0.0,0.0,0.0,28.3,15.3,2.1,0.2,3.0,0.0,0.0,0.0,20.6,Y,-,JR,56.00,4.92,0.67,0.00,0.33,0.08,24.42,10.92,2.67
Scraper,C. spilurus ,10,10/19/2023,L1 - South Bay,1,L1S1,A,10:55,11:25,1.2,<1.5,4.20,37.65,36.21,5.63,88.28,6.47,6.49,84.96,27.91528741,6.662632,9.0,2,3,85,0,0,0,0,0,0,0,0,85,28.3,0.0,0.0,0.0,0.0,0.0,0.0,28.3,15.9,0.4,0.0,0.0,0.0,0.0,0.0,16.4,Y,-,KG,24.83,24.08,4.33,20.83,9.75,0.00,2.58,13.33,0.25
Scraper,C. spilurus ,10,10/19/2023,L1 - South Bay,1,L1S1,A,10:55,11:25,1.2,<1.5,4.20,37.65,36.21,5.63,88.28,6.47,6.49,84.96,27.91528741,6.662632,8.0,2,2.167,33,0,5,0,0,0,0,0,0,38,15.2,2.3,0.0,0.0,0.0,0.0,0.0,17.5,15.9,0.4,0.0,0.0,0.0,0.0,0.0,16.4,Y,bubble,KG,24.83,24.08,4.33,20.83,9.75,0.00,2.58,13.33,0.25
Scraper,C. spilurus ,10,10/19/2023,L1 - South Bay,1,L1S1,A,10:55,11:25,1.2,<1.5,4.20,37.65,36.21,5.63,88.28,6.47,6.49,84.96,27.91528741,6.662632,16.0,1.5,3,24,0,0,0,0,0,0,0,0,24,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,15.9,0.4,0.0,0.0,0.0,0.0,0.0,16.4,Y,-,KG,24.83,24.08,4.33,20.83,9.75,0.00,2.58,13.33,0.25
Scraper,C. spilurus ,10,10/19/2023,L1 - South Bay,1,L1S1,A,10:55,11:25,1.2,<1.5,4.20,37.65,36.21,5.63,88.28,6.47,6.49,84.96,27.91528741,6.662632,15.0,1.3,3,51,2,0,0,1,0,0,0,0,54,17.0,0.7,0.3,0.0,0.0,0.0,0.0,18.0,15.9,0.4,0.0,0.0,0.0,0.0,0.0,16.4,Y,-,JR,24.83,24.08,4.33,20.83,9.75,0.00,2.58,13.33,0.25
Scraper,C. spilurus ,10,10/19/2023,L1 - South Bay,1,L1S1,A,10:55,11:25,1.2,<1.5,4.20,37.65,36.21,5.63,88.28,6.47,6.49,84.96,27.91528741,6.662632,12.5,1.5,3,40,0,0,0,0,0,0,0,0,40,13.3,0.0,0.0,0.0,0.0,0.0,0.0,13.3,15.9,0.4,0.0,0.0,0.0,0.0,0.0,16.4,Y,-,JR,24.83,24.08,4.33,20.83,9.75,0.00,2.58,13.33,0.25
Scraper,C. spilurus ,10,10/19/2023,L1 - South Bay,1,L1S1,A,10:55,11:25,1.2,<1.5,4.20,37.65,36.21,5.63,88.28,6.47,6.49,84.96,27.91528741,6.662632,12.0,1.5,2.583,42,0,0,0,0,0,0,0,0,42,16.3,0.0,0.0,0.0,0.0,0.0,0.0,16.3,15.9,0.4,0.0,0.0,0.0,0.0,0.0,16.4,Y,-,JR,24.83,24.08,4.33,20.83,9.75,0.00,2.58,13.33,0.25
Scraper,C. spilurus ,10,10/19/2023,L1 - South Bay,1,L1S1,A,10:55,11:25,1.2,<1.5,4.20,37.65,36.21,5.63,88.28,6.47,6.49,84.96,27.91528741,6.662632,11.5,1.7,3,39,0,0,0,0,0,0,0,0,39,13.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.9,0.4,0.0,0.0,0.0,0.0,0.0,16.4,Y,-,JR,24.83,24.08,4.33,20.83,9.75,0.00,2.58,13.33,0.25
Scraper,C. spilurus ,10,10/19/2023,L1 - South Bay,2,L1S2,C,11:40,12:10,0.946,<1.5,5.10,37.62,36.19,6.07,94.94,6.19,5.70,86.99,27.80163241,6.26058,8.0,0.5,3,70,0,0,0,0,0,0,0,0,70,23.3,0.0,0.0,0.0,0.0,0.0,0.0,23.3,23.3,0.0,0.0,0.0,0.0,0.0,0.0,23.3,Y,-,JR,48.67,10.92,0.25,7.42,2.92,0.75,7.83,16.67,4.58
Scraper,C. spilurus ,10,10/19/2023,L1 - South Bay,3,L1S3,B,12:45,13:15,1.528,-,5.15,37.50,36.09,5.94,92.89,6.16,5.41,87.88,27.80093593,8.338322,5.0,1,3,4,0,0,0,35,0,0,0,0,39,1.3,0.0,11.7,0.0,0.0,0.0,0.0,13.0,8.7,0.0,2.4,0.0,0.0,0.0,0.0,11.1,,no scars,KG,61.67,5.25,0.50,13.83,2.67,0.00,4.42,9.17,2.50
